company;contract;month;year;lines
ComTel;Prepaid;3;2015;46892
ComTel;Postpaid;3;2015;47165
ComTel;Prepaid;3;2015;55815
ComTel;Postpaid;3;2015;61492
ComTel;Postpaid;3;2015;61733
ComTel;Postpaid;3;2015;64376
ComTel;Postpaid;3;2015;65846
ComTel;Postpaid;3;2015;68867
ComTel;Postpaid;3;2015;69401
ComTel;Prepaid;3;2015;75470
ComTel;Prepaid;3;2015;107099
ComTel;Prepaid;3;2015;114499
ComTel;Prepaid;3;2015;114511
ComTel;Prepaid;3;2015;120952
ComTel;Prepaid;3;2015;135105
ComTel;Prepaid;3;2015;141124
ComTel;Postpaid;3;2015;153404
ComTel;Postpaid;3;2015;157986
ComTel;Prepaid;3;2015;164814
ComTel;Prepaid;3;2015;177677
ComTel;Postpaid;3;2015;178648
ComTel;Prepaid;3;2015;206945
ComTel;Prepaid;3;2015;209534
ComTel;Prepaid;3;2015;260280
ComTel;Prepaid;3;2015;262170
ComTel;Postpaid;3;2015;274219
ComTel;Prepaid;3;2015;356997
ComTel;Prepaid;3;2015;378680
ComTel;Prepaid;3;2015;426315
ComTel;Postpaid;3;2015;500856
ComTel;Prepaid;3;2015;510466
ComTel;Prepaid;3;2015;1173949
ComTel;Postpaid;3;2015;1926383
ComTel;Prepaid;3;2015;3300509
SurTel;Postpaid;3;2015;122
SurTel;Postpaid;3;2015;170
SurTel;Postpaid;3;2015;240
SurTel;Postpaid;3;2015;250
SurTel;Postpaid;3;2015;298
SurTel;Postpaid;3;2015;326
SurTel;Postpaid;3;2015;548
SurTel;Postpaid;3;2015;840
SurTel;Prepaid;3;2015;1247
SurTel;Postpaid;3;2015;1272
SurTel;Postpaid;3;2015;1407
SurTel;Postpaid;3;2015;1756
SurTel;Postpaid;3;2015;2087
SurTel;Prepaid;3;2015;2126
SurTel;Control;3;2015;2433
SurTel;Postpaid;3;2015;2516
SurTel;Prepaid;3;2015;2527
SurTel;Prepaid;3;2015;2642
SurTel;Control;3;2015;3033
SurTel;Prepaid;3;2015;3157
SurTel;Prepaid;3;2015;3900
SurTel;Postpaid;3;2015;4512
SurTel;Control;3;2015;4665
SurTel;Control;3;2015;4933
SurTel;Control;3;2015;6477
SurTel;Control;3;2015;7350
SurTel;Prepaid;3;2015;7626
SurTel;Control;3;2015;10238
SurTel;Prepaid;3;2015;12728
SurTel;Prepaid;3;2015;16910
SurTel;Control;3;2015;22246
SurTel;Prepaid;3;2015;22304
SurTel;Control;3;2015;22662
SurTel;Prepaid;3;2015;24491
SurTel;Control;3;2015;25220
SurTel;Postpaid;3;2015;28391
SurTel;Postpaid;3;2015;33193
SurTel;Prepaid;3;2015;35000
SurTel;Control;3;2015;36453
SurTel;Prepaid;3;2015;45564
SurTel;Prepaid;3;2015;48716
SurTel;Control;3;2015;49229
SurTel;Control;3;2015;51870
SurTel;Control;3;2015;65704
SurTel;Control;3;2015;130237
SurTel;Prepaid;3;2015;271824
SurTel;Control;3;2015;463414
SurTel;Prepaid;3;2015;479517
PeruTel;Postpaid;3;2015;2382
PeruTel;Control;3;2015;3877
PeruTel;Postpaid;3;2015;5739
PeruTel;Postpaid;3;2015;8166
PeruTel;Postpaid;3;2015;8735
PeruTel;Postpaid;3;2015;11084
PeruTel;Prepaid;3;2015;13389
PeruTel;Postpaid;3;2015;14100
PeruTel;Postpaid;3;2015;14697
PeruTel;Control;3;2015;18200
PeruTel;Postpaid;3;2015;21088
PeruTel;Postpaid;3;2015;21126
PeruTel;Postpaid;3;2015;22286
PeruTel;Control;3;2015;22751
PeruTel;Postpaid;3;2015;22936
PeruTel;Postpaid;3;2015;24974
PeruTel;Control;3;2015;28596
PeruTel;Postpaid;3;2015;29452
PeruTel;Postpaid;3;2015;29616
PeruTel;Control;3;2015;31414
PeruTel;Postpaid;3;2015;33121
PeruTel;Postpaid;3;2015;37240
PeruTel;Control;3;2015;38251
PeruTel;Postpaid;3;2015;39162
PeruTel;Control;3;2015;40526
PeruTel;Postpaid;3;2015;44322
PeruTel;Postpaid;3;2015;45074
PeruTel;Postpaid;3;2015;46765
PeruTel;Control;3;2015;51115
PeruTel;Control;3;2015;58884
PeruTel;Control;3;2015;60696
PeruTel;Postpaid;3;2015;63857
PeruTel;Control;3;2015;65402
PeruTel;Prepaid;3;2015;68508
PeruTel;Control;3;2015;72060
PeruTel;Postpaid;3;2015;72941
PeruTel;Control;3;2015;75455
PeruTel;Control;3;2015;76423
PeruTel;Control;3;2015;78201
PeruTel;Postpaid;3;2015;78470
PeruTel;Prepaid;3;2015;80505
PeruTel;Postpaid;3;2015;83613
PeruTel;Prepaid;3;2015;83641
PeruTel;Control;3;2015;93544
PeruTel;Prepaid;3;2015;96651
PeruTel;Prepaid;3;2015;100157
PeruTel;Control;3;2015;103990
PeruTel;Prepaid;3;2015;115478
PeruTel;Control;3;2015;117282
PeruTel;Control;3;2015;131033
PeruTel;Control;3;2015;139261
PeruTel;Postpaid;3;2015;142656
PeruTel;Control;3;2015;160457
PeruTel;Prepaid;3;2015;163211
PeruTel;Prepaid;3;2015;167856
PeruTel;Prepaid;3;2015;169807
PeruTel;Prepaid;3;2015;185758
PeruTel;Control;3;2015;189479
PeruTel;Control;3;2015;191815
PeruTel;Control;3;2015;209825
PeruTel;Prepaid;3;2015;218712
PeruTel;Control;3;2015;221911
PeruTel;Prepaid;3;2015;250782
PeruTel;Prepaid;3;2015;253715
PeruTel;Prepaid;3;2015;305192
PeruTel;Prepaid;3;2015;333981
PeruTel;Prepaid;3;2015;416021
PeruTel;Prepaid;3;2015;435001
PeruTel;Prepaid;3;2015;456679
PeruTel;Prepaid;3;2015;461043
PeruTel;Prepaid;3;2015;481186
PeruTel;Prepaid;3;2015;494808
PeruTel;Prepaid;3;2015;564497
PeruTel;Prepaid;3;2015;647186
PeruTel;Postpaid;3;2015;667257
PeruTel;Control;3;2015;935265
PeruTel;Prepaid;3;2015;2425068
PeruTel;Prepaid;3;2015;3632107
OrientTel;Postpaid;3;2015;1
OrientTel;Postpaid;3;2015;1
OrientTel;Postpaid;3;2015;2
OrientTel;Postpaid;3;2015;2
OrientTel;Postpaid;3;2015;2
OrientTel;Postpaid;3;2015;2
OrientTel;Postpaid;3;2015;3
OrientTel;Postpaid;3;2015;3
OrientTel;Postpaid;3;2015;5
OrientTel;Postpaid;3;2015;5
OrientTel;Postpaid;3;2015;6
OrientTel;Postpaid;3;2015;6
OrientTel;Postpaid;3;2015;6
OrientTel;Postpaid;3;2015;8
OrientTel;Postpaid;3;2015;9
OrientTel;Postpaid;3;2015;12
OrientTel;Postpaid;3;2015;19
OrientTel;Postpaid;3;2015;57
OrientTel;Control;3;2015;518
OrientTel;Control;3;2015;885
OrientTel;Control;3;2015;905
OrientTel;Control;3;2015;1046
OrientTel;Control;3;2015;1070
OrientTel;Control;3;2015;1235
OrientTel;Control;3;2015;1306
OrientTel;Control;3;2015;1870
OrientTel;Control;3;2015;2202
OrientTel;Control;3;2015;2214
OrientTel;Control;3;2015;2296
OrientTel;Control;3;2015;2321
OrientTel;Prepaid;3;2015;2437
OrientTel;Prepaid;3;2015;2681
OrientTel;Prepaid;3;2015;2850
OrientTel;Control;3;2015;2872
OrientTel;Control;3;2015;2946
OrientTel;Prepaid;3;2015;2946
OrientTel;Control;3;2015;2949
OrientTel;Control;3;2015;3076
OrientTel;Control;3;2015;3129
OrientTel;Control;3;2015;3215
OrientTel;Control;3;2015;3339
OrientTel;Prepaid;3;2015;3347
OrientTel;Control;3;2015;3520
OrientTel;Control;3;2015;3677
OrientTel;Prepaid;3;2015;3853
OrientTel;Prepaid;3;2015;3997
OrientTel;Prepaid;3;2015;4545
OrientTel;Prepaid;3;2015;5067
OrientTel;Control;3;2015;5594
OrientTel;Prepaid;3;2015;5647
OrientTel;Control;3;2015;7029
OrientTel;Prepaid;3;2015;7531
OrientTel;Control;3;2015;7780
OrientTel;Prepaid;3;2015;9821
OrientTel;Prepaid;3;2015;10238
OrientTel;Prepaid;3;2015;10438
OrientTel;Prepaid;3;2015;10576
OrientTel;Prepaid;3;2015;10663
OrientTel;Prepaid;3;2015;11229
OrientTel;Prepaid;3;2015;12616
OrientTel;Prepaid;3;2015;12975
OrientTel;Prepaid;3;2015;13774
OrientTel;Prepaid;3;2015;13785
OrientTel;Prepaid;3;2015;14679
OrientTel;Prepaid;3;2015;15775
OrientTel;Prepaid;3;2015;15776
OrientTel;Control;3;2015;21844
OrientTel;Prepaid;3;2015;28335
OrientTel;Prepaid;3;2015;103141
ComTel;Control;4;2015;1
ComTel;Control;4;2015;3
ComTel;Control;4;2015;4
ComTel;Control;4;2015;4
ComTel;Control;4;2015;4
ComTel;Control;4;2015;4
ComTel;Control;4;2015;5
ComTel;Control;4;2015;7
ComTel;Control;4;2015;9
ComTel;Control;4;2015;15
ComTel;Control;4;2015;15
ComTel;Control;4;2015;18
ComTel;Control;4;2015;23
ComTel;Control;4;2015;26
ComTel;Control;4;2015;33
ComTel;Control;4;2015;42
ComTel;Control;4;2015;42
ComTel;Control;4;2015;62
ComTel;Control;4;2015;71
ComTel;Control;4;2015;79
ComTel;Control;4;2015;129
ComTel;Control;4;2015;152
ComTel;Control;4;2015;206
ComTel;Control;4;2015;334
ComTel;Control;4;2015;1084
ComTel;Control;4;2015;2542
ComTel;Postpaid;4;2015;7053
ComTel;Postpaid;4;2015;9741
ComTel;Postpaid;4;2015;11634
ComTel;Postpaid;4;2015;12150
ComTel;Postpaid;4;2015;12370
ComTel;Postpaid;4;2015;15774
ComTel;Prepaid;4;2015;15965
ComTel;Postpaid;4;2015;16687
ComTel;Postpaid;4;2015;21051
ComTel;Postpaid;4;2015;21169
ComTel;Postpaid;4;2015;25883
ComTel;Prepaid;4;2015;29508
ComTel;Postpaid;4;2015;29832
ComTel;Prepaid;4;2015;33762
ComTel;Postpaid;4;2015;34164
ComTel;Postpaid;4;2015;34388
ComTel;Prepaid;4;2015;37755
ComTel;Prepaid;4;2015;43476
ComTel;Prepaid;4;2015;46320
ComTel;Postpaid;4;2015;47637
ComTel;Prepaid;4;2015;54058
ComTel;Postpaid;4;2015;60816
ComTel;Postpaid;4;2015;61350
ComTel;Postpaid;4;2015;64312
ComTel;Postpaid;4;2015;66819
ComTel;Postpaid;4;2015;67700
ComTel;Postpaid;4;2015;70900
ComTel;Prepaid;4;2015;73593
ComTel;Prepaid;4;2015;106493
ComTel;Prepaid;4;2015;112426
ComTel;Prepaid;4;2015;115628
ComTel;Prepaid;4;2015;118228
ComTel;Prepaid;4;2015;131833
ComTel;Prepaid;4;2015;141302
ComTel;Postpaid;4;2015;148992
ComTel;Postpaid;4;2015;159386
ComTel;Prepaid;4;2015;162964
ComTel;Prepaid;4;2015;173532
ComTel;Postpaid;4;2015;179192
ComTel;Prepaid;4;2015;204065
ComTel;Prepaid;4;2015;207828
ComTel;Prepaid;4;2015;255191
ComTel;Prepaid;4;2015;260602
ComTel;Postpaid;4;2015;277538
ComTel;Prepaid;4;2015;356382
ComTel;Prepaid;4;2015;373387
ComTel;Prepaid;4;2015;417535
ComTel;Postpaid;4;2015;492383
ComTel;Prepaid;4;2015;503266
ComTel;Prepaid;4;2015;1209850
ComTel;Postpaid;4;2015;1923142
ComTel;Prepaid;4;2015;3258799
SurTel;Postpaid;4;2015;1
SurTel;Postpaid;4;2015;5
SurTel;Control;4;2015;9
SurTel;Control;4;2015;9
SurTel;Control;4;2015;24
SurTel;Control;4;2015;26
SurTel;Prepaid;4;2015;26
SurTel;Prepaid;4;2015;29
SurTel;Control;4;2015;30
SurTel;Prepaid;4;2015;42
SurTel;Prepaid;4;2015;51
SurTel;Prepaid;4;2015;75
SurTel;Control;4;2015;118
SurTel;Postpaid;4;2015;120
SurTel;Postpaid;4;2015;158
SurTel;Prepaid;4;2015;183
SurTel;Postpaid;4;2015;246
SurTel;Postpaid;4;2015;250
SurTel;Postpaid;4;2015;295
SurTel;Postpaid;4;2015;313
SurTel;Postpaid;4;2015;547
SurTel;Postpaid;4;2015;813
SurTel;Prepaid;4;2015;1036
SurTel;Postpaid;4;2015;1256
SurTel;Postpaid;4;2015;1408
SurTel;Postpaid;4;2015;1669
SurTel;Control;4;2015;1910
SurTel;Postpaid;4;2015;2022
SurTel;Prepaid;4;2015;2121
SurTel;Postpaid;4;2015;2249
SurTel;Prepaid;4;2015;2440
SurTel;Prepaid;4;2015;2577
SurTel;Prepaid;4;2015;3145
SurTel;Control;4;2015;3347
SurTel;Prepaid;4;2015;3584
SurTel;Postpaid;4;2015;4244
SurTel;Control;4;2015;4895
SurTel;Control;4;2015;5439
SurTel;Control;4;2015;6652
SurTel;Control;4;2015;6832
SurTel;Prepaid;4;2015;7830
SurTel;Control;4;2015;11365
SurTel;Prepaid;4;2015;12352
SurTel;Prepaid;4;2015;15686
SurTel;Prepaid;4;2015;20667
SurTel;Control;4;2015;22321
SurTel;Control;4;2015;23903
SurTel;Prepaid;4;2015;23962
SurTel;Control;4;2015;25946
SurTel;Postpaid;4;2015;29923
SurTel;Postpaid;4;2015;30491
SurTel;Prepaid;4;2015;33667
SurTel;Control;4;2015;37643
SurTel;Prepaid;4;2015;39050
SurTel;Prepaid;4;2015;42997
SurTel;Control;4;2015;50252
SurTel;Control;4;2015;51308
SurTel;Control;4;2015;65990
SurTel;Control;4;2015;144518
SurTel;Prepaid;4;2015;260960
SurTel;Control;4;2015;470941
SurTel;Prepaid;4;2015;477993
PeruTel;Postpaid;4;2015;2376
PeruTel;Control;4;2015;4049
PeruTel;Postpaid;4;2015;5629
PeruTel;Postpaid;4;2015;8104
PeruTel;Postpaid;4;2015;8536
PeruTel;Postpaid;4;2015;10927
PeruTel;Prepaid;4;2015;13013
PeruTel;Postpaid;4;2015;13563
PeruTel;Postpaid;4;2015;13791
PeruTel;Control;4;2015;19103
PeruTel;Postpaid;4;2015;20253
PeruTel;Postpaid;4;2015;20904
PeruTel;Postpaid;4;2015;21723
PeruTel;Postpaid;4;2015;22144
PeruTel;Control;4;2015;23665
PeruTel;Postpaid;4;2015;23793
PeruTel;Postpaid;4;2015;28815
PeruTel;Postpaid;4;2015;29227
PeruTel;Control;4;2015;29529
PeruTel;Control;4;2015;31430
PeruTel;Postpaid;4;2015;31973
PeruTel;Postpaid;4;2015;35985
PeruTel;Postpaid;4;2015;37966
PeruTel;Control;4;2015;39377
PeruTel;Control;4;2015;40361
PeruTel;Postpaid;4;2015;42421
PeruTel;Postpaid;4;2015;42651
PeruTel;Postpaid;4;2015;45625
PeruTel;Control;4;2015;52692
PeruTel;Control;4;2015;60737
PeruTel;Control;4;2015;60954
PeruTel;Postpaid;4;2015;62499
PeruTel;Control;4;2015;65424
PeruTel;Prepaid;4;2015;65810
PeruTel;Postpaid;4;2015;71193
PeruTel;Control;4;2015;74339
PeruTel;Control;4;2015;74367
PeruTel;Control;4;2015;76958
PeruTel;Postpaid;4;2015;77648
PeruTel;Control;4;2015;79245
PeruTel;Prepaid;4;2015;80539
PeruTel;Prepaid;4;2015;80653
PeruTel;Postpaid;4;2015;81582
PeruTel;Control;4;2015;92903
PeruTel;Prepaid;4;2015;95489
PeruTel;Prepaid;4;2015;100446
PeruTel;Control;4;2015;105612
PeruTel;Prepaid;4;2015;112059
PeruTel;Control;4;2015;119028
PeruTel;Control;4;2015;133186
PeruTel;Postpaid;4;2015;136248
PeruTel;Control;4;2015;143300
PeruTel;Prepaid;4;2015;155002
PeruTel;Control;4;2015;162698
PeruTel;Prepaid;4;2015;163411
PeruTel;Prepaid;4;2015;163448
PeruTel;Prepaid;4;2015;183360
PeruTel;Control;4;2015;189109
PeruTel;Control;4;2015;194136
PeruTel;Control;4;2015;211229
PeruTel;Prepaid;4;2015;214446
PeruTel;Control;4;2015;225734
PeruTel;Prepaid;4;2015;245113
PeruTel;Prepaid;4;2015;249990
PeruTel;Prepaid;4;2015;294103
PeruTel;Prepaid;4;2015;322383
PeruTel;Prepaid;4;2015;407104
PeruTel;Prepaid;4;2015;429629
PeruTel;Prepaid;4;2015;444500
PeruTel;Prepaid;4;2015;448436
PeruTel;Prepaid;4;2015;477568
PeruTel;Prepaid;4;2015;483996
PeruTel;Prepaid;4;2015;553898
PeruTel;Prepaid;4;2015;623379
PeruTel;Postpaid;4;2015;662810
PeruTel;Control;4;2015;941083
PeruTel;Prepaid;4;2015;2357696
PeruTel;Prepaid;4;2015;3799045
OrientTel;Postpaid;4;2015;1
OrientTel;Postpaid;4;2015;1
OrientTel;Postpaid;4;2015;1
OrientTel;Postpaid;4;2015;1
OrientTel;Postpaid;4;2015;1
OrientTel;Postpaid;4;2015;1
OrientTel;Postpaid;4;2015;2
OrientTel;Postpaid;4;2015;2
OrientTel;Postpaid;4;2015;2
OrientTel;Postpaid;4;2015;3
OrientTel;Postpaid;4;2015;3
OrientTel;Postpaid;4;2015;3
OrientTel;Postpaid;4;2015;4
OrientTel;Postpaid;4;2015;7
OrientTel;Postpaid;4;2015;9
OrientTel;Postpaid;4;2015;12
OrientTel;Postpaid;4;2015;40
OrientTel;Control;4;2015;391
OrientTel;Control;4;2015;662
OrientTel;Control;4;2015;689
OrientTel;Control;4;2015;694
OrientTel;Control;4;2015;703
OrientTel;Control;4;2015;927
OrientTel;Control;4;2015;1095
OrientTel;Control;4;2015;1419
OrientTel;Control;4;2015;1476
OrientTel;Control;4;2015;1701
OrientTel;Control;4;2015;1792
OrientTel;Control;4;2015;1837
OrientTel;Control;4;2015;1968
OrientTel;Control;4;2015;2101
OrientTel;Prepaid;4;2015;2176
OrientTel;Control;4;2015;2222
OrientTel;Control;4;2015;2272
OrientTel;Control;4;2015;2323
OrientTel;Control;4;2015;2350
OrientTel;Control;4;2015;2515
OrientTel;Prepaid;4;2015;2549
OrientTel;Control;4;2015;2561
OrientTel;Prepaid;4;2015;2653
OrientTel;Prepaid;4;2015;2768
OrientTel;Control;4;2015;2921
OrientTel;Prepaid;4;2015;3139
OrientTel;Prepaid;4;2015;3515
OrientTel;Prepaid;4;2015;3782
OrientTel;Prepaid;4;2015;4167
OrientTel;Control;4;2015;4541
OrientTel;Prepaid;4;2015;4701
OrientTel;Prepaid;4;2015;4734
OrientTel;Control;4;2015;4760
OrientTel;Control;4;2015;6308
OrientTel;Prepaid;4;2015;7148
OrientTel;Prepaid;4;2015;9177
OrientTel;Prepaid;4;2015;9302
OrientTel;Prepaid;4;2015;9575
OrientTel;Prepaid;4;2015;10037
OrientTel;Prepaid;4;2015;10096
OrientTel;Prepaid;4;2015;10599
OrientTel;Prepaid;4;2015;11685
OrientTel;Prepaid;4;2015;12458
OrientTel;Prepaid;4;2015;12567
OrientTel;Prepaid;4;2015;12922
OrientTel;Prepaid;4;2015;13874
OrientTel;Prepaid;4;2015;14229
OrientTel;Prepaid;4;2015;14966
OrientTel;Control;4;2015;17117
OrientTel;Prepaid;4;2015;26621
OrientTel;Prepaid;4;2015;92726
ComTel;Control;5;2015;2
ComTel;Control;5;2015;2
ComTel;Control;5;2015;3
ComTel;Control;5;2015;4
ComTel;Control;5;2015;4
ComTel;Control;5;2015;4
ComTel;Control;5;2015;5
ComTel;Control;5;2015;6
ComTel;Control;5;2015;7
ComTel;Control;5;2015;12
ComTel;Control;5;2015;16
ComTel;Control;5;2015;17
ComTel;Control;5;2015;17
ComTel;Control;5;2015;20
ComTel;Control;5;2015;34
ComTel;Control;5;2015;42
ComTel;Control;5;2015;43
ComTel;Control;5;2015;58
ComTel;Control;5;2015;69
ComTel;Control;5;2015;84
ComTel;Control;5;2015;150
ComTel;Control;5;2015;171
ComTel;Control;5;2015;200
ComTel;Control;5;2015;340
ComTel;Control;5;2015;1087
ComTel;Control;5;2015;2418
ComTel;Postpaid;5;2015;6724
ComTel;Postpaid;5;2015;9316
ComTel;Postpaid;5;2015;11776
ComTel;Postpaid;5;2015;12337
ComTel;Postpaid;5;2015;12654
ComTel;Postpaid;5;2015;15274
ComTel;Prepaid;5;2015;15923
ComTel;Postpaid;5;2015;16680
ComTel;Postpaid;5;2015;21186
ComTel;Postpaid;5;2015;21334
ComTel;Postpaid;5;2015;26080
ComTel;Postpaid;5;2015;29454
ComTel;Prepaid;5;2015;29820
ComTel;Prepaid;5;2015;33509
ComTel;Postpaid;5;2015;34134
ComTel;Postpaid;5;2015;35074
ComTel;Prepaid;5;2015;38047
ComTel;Prepaid;5;2015;44299
ComTel;Prepaid;5;2015;46786
ComTel;Postpaid;5;2015;47121
ComTel;Prepaid;5;2015;53668
ComTel;Postpaid;5;2015;61383
ComTel;Postpaid;5;2015;61837
ComTel;Postpaid;5;2015;64229
ComTel;Postpaid;5;2015;66465
ComTel;Postpaid;5;2015;67264
ComTel;Prepaid;5;2015;72538
ComTel;Postpaid;5;2015;72656
ComTel;Prepaid;5;2015;106939
ComTel;Prepaid;5;2015;112422
ComTel;Prepaid;5;2015;117756
ComTel;Prepaid;5;2015;119019
ComTel;Prepaid;5;2015;131131
ComTel;Prepaid;5;2015;142363
ComTel;Postpaid;5;2015;156740
ComTel;Postpaid;5;2015;162627
ComTel;Prepaid;5;2015;164936
ComTel;Prepaid;5;2015;174423
ComTel;Postpaid;5;2015;181582
ComTel;Prepaid;5;2015;207393
ComTel;Prepaid;5;2015;209121
ComTel;Prepaid;5;2015;258868
ComTel;Prepaid;5;2015;264090
ComTel;Postpaid;5;2015;277909
ComTel;Prepaid;5;2015;356285
ComTel;Prepaid;5;2015;373874
ComTel;Prepaid;5;2015;411778
ComTel;Prepaid;5;2015;509927
ComTel;Postpaid;5;2015;523067
ComTel;Prepaid;5;2015;1233598
ComTel;Postpaid;5;2015;1905103
ComTel;Prepaid;5;2015;3265369
SurTel;Postpaid;5;2015;1
SurTel;Control;5;2015;3
SurTel;Postpaid;5;2015;3
SurTel;Postpaid;5;2015;7
SurTel;Control;5;2015;18
SurTel;Prepaid;5;2015;22
SurTel;Control;5;2015;30
SurTel;Prepaid;5;2015;34
SurTel;Prepaid;5;2015;40
SurTel;Control;5;2015;48
SurTel;Prepaid;5;2015;48
SurTel;Control;5;2015;50
SurTel;Control;5;2015;51
SurTel;Control;5;2015;57
SurTel;Control;5;2015;59
SurTel;Prepaid;5;2015;66
SurTel;Prepaid;5;2015;91
SurTel;Prepaid;5;2015;98
SurTel;Postpaid;5;2015;113
SurTel;Prepaid;5;2015;172
SurTel;Postpaid;5;2015;178
SurTel;Postpaid;5;2015;256
SurTel;Postpaid;5;2015;264
SurTel;Postpaid;5;2015;284
SurTel;Postpaid;5;2015;318
SurTel;Control;5;2015;328
SurTel;Prepaid;5;2015;447
SurTel;Postpaid;5;2015;534
SurTel;Postpaid;5;2015;863
SurTel;Postpaid;5;2015;1225
SurTel;Prepaid;5;2015;1308
SurTel;Postpaid;5;2015;1429
SurTel;Postpaid;5;2015;1723
SurTel;Postpaid;5;2015;2075
SurTel;Postpaid;5;2015;2217
SurTel;Prepaid;5;2015;2484
SurTel;Control;5;2015;2519
SurTel;Prepaid;5;2015;2734
SurTel;Prepaid;5;2015;3040
SurTel;Prepaid;5;2015;3595
SurTel;Control;5;2015;3757
SurTel;Prepaid;5;2015;3815
SurTel;Postpaid;5;2015;4316
SurTel;Control;5;2015;5656
SurTel;Control;5;2015;6093
SurTel;Control;5;2015;7643
SurTel;Control;5;2015;8154
SurTel;Prepaid;5;2015;8968
SurTel;Control;5;2015;13453
SurTel;Prepaid;5;2015;13459
SurTel;Prepaid;5;2015;16429
SurTel;Prepaid;5;2015;21894
SurTel;Control;5;2015;24140
SurTel;Prepaid;5;2015;25733
SurTel;Control;5;2015;27304
SurTel;Postpaid;5;2015;27457
SurTel;Control;5;2015;27713
SurTel;Postpaid;5;2015;30407
SurTel;Prepaid;5;2015;35642
SurTel;Control;5;2015;39525
SurTel;Prepaid;5;2015;39945
SurTel;Prepaid;5;2015;44176
SurTel;Control;5;2015;51748
SurTel;Control;5;2015;54947
SurTel;Control;5;2015;67120
SurTel;Control;5;2015;136510
SurTel;Prepaid;5;2015;277780
SurTel;Prepaid;5;2015;429008
SurTel;Control;5;2015;498342
PeruTel;Postpaid;5;2015;2389
PeruTel;Control;5;2015;4199
PeruTel;Postpaid;5;2015;4941
PeruTel;Postpaid;5;2015;7264
PeruTel;Postpaid;5;2015;8376
PeruTel;Postpaid;5;2015;10256
PeruTel;Postpaid;5;2015;12991
PeruTel;Prepaid;5;2015;13330
PeruTel;Postpaid;5;2015;13394
PeruTel;Control;5;2015;18470
PeruTel;Postpaid;5;2015;19850
PeruTel;Postpaid;5;2015;20619
PeruTel;Postpaid;5;2015;20813
PeruTel;Postpaid;5;2015;21331
PeruTel;Postpaid;5;2015;23165
PeruTel;Control;5;2015;24732
PeruTel;Postpaid;5;2015;27823
PeruTel;Postpaid;5;2015;28751
PeruTel;Control;5;2015;29580
PeruTel;Postpaid;5;2015;33085
PeruTel;Control;5;2015;33513
PeruTel;Postpaid;5;2015;35043
PeruTel;Postpaid;5;2015;36787
PeruTel;Control;5;2015;40374
PeruTel;Control;5;2015;41101
PeruTel;Postpaid;5;2015;41587
PeruTel;Postpaid;5;2015;45511
PeruTel;Postpaid;5;2015;46484
PeruTel;Control;5;2015;55460
PeruTel;Control;5;2015;61853
PeruTel;Postpaid;5;2015;62618
PeruTel;Control;5;2015;64014
PeruTel;Prepaid;5;2015;67255
PeruTel;Control;5;2015;68806
PeruTel;Postpaid;5;2015;69297
PeruTel;Control;5;2015;76210
PeruTel;Postpaid;5;2015;77021
PeruTel;Prepaid;5;2015;79527
PeruTel;Control;5;2015;80885
PeruTel;Postpaid;5;2015;81629
PeruTel;Prepaid;5;2015;81753
PeruTel;Control;5;2015;82208
PeruTel;Control;5;2015;87293
PeruTel;Prepaid;5;2015;95771
PeruTel;Control;5;2015;99303
PeruTel;Prepaid;5;2015;101668
PeruTel;Control;5;2015;110356
PeruTel;Prepaid;5;2015;114007
PeruTel;Control;5;2015;123727
PeruTel;Postpaid;5;2015;137798
PeruTel;Control;5;2015;140369
PeruTel;Control;5;2015;153629
PeruTel;Prepaid;5;2015;156246
PeruTel;Prepaid;5;2015;164980
PeruTel;Control;5;2015;167472
PeruTel;Prepaid;5;2015;177689
PeruTel;Prepaid;5;2015;184304
PeruTel;Control;5;2015;202927
PeruTel;Control;5;2015;209293
PeruTel;Prepaid;5;2015;216518
PeruTel;Control;5;2015;219550
PeruTel;Control;5;2015;235078
PeruTel;Prepaid;5;2015;250932
PeruTel;Prepaid;5;2015;253280
PeruTel;Prepaid;5;2015;297074
PeruTel;Prepaid;5;2015;323943
PeruTel;Prepaid;5;2015;408940
PeruTel;Prepaid;5;2015;437009
PeruTel;Prepaid;5;2015;439534
PeruTel;Prepaid;5;2015;452146
PeruTel;Prepaid;5;2015;475551
PeruTel;Prepaid;5;2015;493395
PeruTel;Prepaid;5;2015;551564
PeruTel;Prepaid;5;2015;623432
PeruTel;Postpaid;5;2015;648977
PeruTel;Control;5;2015;956110
PeruTel;Prepaid;5;2015;2321626
PeruTel;Prepaid;5;2015;3748783
OrientTel;Postpaid;5;2015;1
OrientTel;Postpaid;5;2015;1
OrientTel;Postpaid;5;2015;1
OrientTel;Postpaid;5;2015;1
OrientTel;Postpaid;5;2015;1
OrientTel;Postpaid;5;2015;1
OrientTel;Postpaid;5;2015;2
OrientTel;Postpaid;5;2015;2
OrientTel;Postpaid;5;2015;2
OrientTel;Postpaid;5;2015;3
OrientTel;Postpaid;5;2015;3
OrientTel;Postpaid;5;2015;3
OrientTel;Postpaid;5;2015;4
OrientTel;Postpaid;5;2015;7
OrientTel;Postpaid;5;2015;9
OrientTel;Postpaid;5;2015;12
OrientTel;Postpaid;5;2015;40
OrientTel;Control;5;2015;439
OrientTel;Control;5;2015;715
OrientTel;Control;5;2015;735
OrientTel;Control;5;2015;746
OrientTel;Control;5;2015;762
OrientTel;Control;5;2015;986
